ENSG_ID	logFC	Fold.Change	AveExpr	t	P.Value	adj.P.Val	B	external_gene_id	description
ENSG00000105514	0.197854409678595	1.14699126916424	4.36377837660944	1.5884612620352	0.152863270992462	0.39729862279486	-5.84484370927061	RAB3D	RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:9779]
ENSG00000186564	0.147760626492195	1.10784851720103	1.88310505920337	1.58813486607932	0.152936749223111	0.397409571907589	-5.84527991640243	FOXD2	forkhead box D2 [Source:HGNC Symbol;Acc:3803]
ENSG00000235172	0.12720019596252	1.09217209078258	1.91961293443795	1.58778260988202	0.153016085420779	0.397409571907589	-5.84575063413209	CTB-114C7.3	
ENSG00000161011	-0.18103968663203	-1.13370059895318	2.86237476831054	-1.58774148611004	0.153025349897927	0.397409571907589	-5.84580558418772	SQSTM1	sequestosome 1 [Source:HGNC Symbol;Acc:11280]
ENSG00000129173	0.167025676782758	1.12274140421105	8.57155476683247	1.58773907100162	0.153025893996213	0.397409571907589	-5.8458088112613	E2F8	E2F transcription factor 8 [Source:HGNC Symbol;Acc:24727]
ENSG00000168787	0.187940879021435	1.13913669496831	1.82900436152724	1.58772218523683	0.153029698229266	0.397409571907589	-5.84583137399201	OR12D2	Olfactory receptor 12D2 (Olfactory receptor OR6-28)(Hs6M1-20) [Source:UniProtKB/Swiss-Prot;Acc:P58182]
ENSG00000249328	0.189462608418405	1.14033887025739	1.79678854123878	1.58771624807726	0.153031035846287	0.397409571907589	-5.8458393071864	RP11-26J3.1	
ENSG00000111348	0.226008706837999	1.1695947226754	3.27398850016025	1.58710948507632	0.153167793496414	0.397649136485558	-5.84664998226834	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta [Source:HGNC Symbol;Acc:679]
ENSG00000075388	-0.13639090666197	-1.09915199889707	1.14543173481171	-1.5870005645639	0.153192354822672	0.397649136485558	-5.84679549089766	FGF4	fibroblast growth factor 4 [Source:HGNC Symbol;Acc:3682]
ENSG00000135363	0.197260105495525	1.14651887457827	3.07039159022669	1.58694534629793	0.153204807793526	0.397649136485558	-5.84686925595323	LMO2	LIM domain only 2 (rhombotin-like 1) [Source:HGNC Symbol;Acc:6642]
ENSG00000105647	0.179815446690015	1.13273897310532	4.16447410895108	1.58693686826647	0.153206719863954	0.397649136485558	-5.84688058148495	PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (beta) [Source:HGNC Symbol;Acc:8980]
ENSG00000137752	-0.143810901931875	-1.10481966351025	1.76296316046764	-1.58639658051691	0.153328617332971	0.397911347785973	-5.84760227259703	CASP1	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase) [Source:HGNC Symbol;Acc:1499]
ENSG00000203999	-0.269418943215731	-1.20532227688259	1.96003110244659	-1.58629980866594	0.153350459973909	0.39791386537942	-5.84773152300423	RP11-290F20.1	
ENSG00000094796	-0.18016865956677	-1.13301633385147	2.09426061453998	-1.58604093179121	0.15340890579802	0.397934521348243	-5.8480772648205	KRT31	keratin 31 [Source:HGNC Symbol;Acc:6448]
ENSG00000179755	-0.191412678279085	-1.1418812918884	1.72522677149403	-1.58602973259917	0.153411434665032	0.397934521348243	-5.84809222121625	AC135776.1	Putative uncharacterized protein MGC3480  [Source:UniProtKB/Swiss-Prot;Acc:Q8N6K4]
ENSG00000168993	-0.30387535674075	-1.23445595007724	1.84004252462237	-1.58598719062896	0.15342104132971	0.397934521348243	-5.8481490350628	CPLX1	complexin 1 [Source:HGNC Symbol;Acc:2309]
ENSG00000146281	0.16984773617511	1.12493975088599	5.48263233274952	1.58558527949626	0.153511826557666	0.398082913160305	-5.84868574093293	PM20D2	peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:21408]
ENSG00000247572	0.17374977333048	1.12798647810331	3.40828045840886	1.58554903682999	0.153520015608191	0.398082913160305	-5.84873413549728	CTC-281B15.1	
ENSG00000134153	-0.119783380323744	-1.08657170227727	9.31073196432904	-1.58526698876921	0.153583758197284	0.398145992998291	-5.84911073336801	C15orf24	UPF0480 protein C15orf24 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9NPA0]
ENSG00000105792	-0.114915052857325	-1.08291128088769	1.48545933169318	-1.58521569334355	0.153595353518598	0.398145992998291	-5.84917922076283	C7orf63	Uncharacterized protein C7orf63  [Source:UniProtKB/Swiss-Prot;Acc:A5D8W1]
ENSG00000130921	-0.16450823763108	-1.12078397833703	3.55682424318858	-1.5851641912908	0.153606996354513	0.398145992998291	-5.84924798292681	C12orf65	Probable peptide chain release factor C12orf65, mitochondrial Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9H3J6]
ENSG00000229320	0.266592193966185	1.20296293688008	3.20444347936539	1.58505246654327	0.153632256240951	0.398157331834894	-5.84939714665958	KRT8P12	keratin 8 pseudogene 12 [Source:HGNC Symbol;Acc:28057]
ENSG00000106013	-0.362510299356643	-1.28566101150073	1.25163585751112	-1.58348361762097	0.15398735978241	0.399023382750017	-5.85149116381108	ANKRD7	ankyrin repeat domain 7 [Source:HGNC Symbol;Acc:18588]
ENSG00000173114	-0.18735461698803	-1.13867388272983	1.78542197295373	-1.58310194371204	0.154073863930791	0.399193278333324	-5.85200044571686	LRRN3	leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:17200]
ENSG00000197748	0.143181190603135	1.10433753414375	1.5606920227	1.58279738453785	0.154142922387348	0.39931793346819	-5.85240678657601	C10orf79	WD repeat-containing protein C10orf79  [Source:UniProtKB/Swiss-Prot;Acc:Q8NDM7]
ENSG00000218020	0.20644568736866	1.1538420028894	1.54577463214722	1.58262176313341	0.154182757226133	0.399355291783556	-5.85264108176768	RP11-716O23.3	
ENSG00000149554	-0.11621140080529	-1.08388477887483	6.18587958347848	-1.58254910900967	0.15419923955197	0.399355291783556	-5.85273800529137	CHEK1	CHK1 checkpoint homolog (S. pombe) [Source:HGNC Symbol;Acc:1925]
ENSG00000115486	0.132605914377215	1.0962720907255	6.94982130308389	1.58185521387801	0.154356737985807	0.399667886240552	-5.85366357735786	GGCX	gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:4247]
ENSG00000112851	0.166857149254005	1.12261025952838	8.85523536342668	1.58183262452685	0.154361867729185	0.399667886240552	-5.85369370540882	ERBB2IP	erbb2 interacting protein [Source:HGNC Symbol;Acc:15842]
ENSG00000204666	-0.171506959869826	-1.12623427286172	1.60923363910601	-1.58170924466148	0.154389888420951	0.399686153293999	-5.85385825680116	AC010624.1	cDNA FLJ26850 fis, clone PRS07964  [Source:UniProtKB/TrEMBL;Acc:Q6ZNZ3]
ENSG00000163867	-0.115230062611559	-1.08314775834951	2.37558232116375	-1.58123611583102	0.154497383447738	0.399910131438925	-5.85448920798343	ZMYM6	zinc finger, MYM-type 6 [Source:HGNC Symbol;Acc:13050]
ENSG00000146963	0.13066279082892	1.0947965479727	8.51550853315236	1.5809947801859	0.154552241361006	0.399997818260416	-5.85481101001272	LUC7L2	LUC7-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:21608]
ENSG00000204390	0.14135519680554	1.10294067767995	3.42803740686122	1.58087019925077	0.1545805667808	0.400016821651849	-5.85497711924334	HSPA1L	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L)(Heat shock 70 kDa protein 1-Hom)(HSP70-Hom) [Source:UniProtKB/Swiss-Prot;Acc:P34931]
ENSG00000102100	-0.137980767957411	-1.1003639407171	5.34693548914727	-1.58061590765327	0.154638398688438	0.40002890953333	-5.85531615707813	SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2 [Source:HGNC Symbol;Acc:11022]
ENSG00000152926	0.18585230456198	1.13748877186655	2.04814772365336	1.58058980735369	0.154644335632382	0.40002890953333	-5.85535095412464	ZNF117	zinc finger protein 117 [Source:HGNC Symbol;Acc:12897]
ENSG00000143947	-0.137396954558285	-1.0999187480528	4.74948211041518	-1.58050832724642	0.154662870969513	0.40002890953333	-5.85545958195136	RPS27A	ribosomal protein S27a [Source:HGNC Symbol;Acc:10417]
ENSG00000122482	0.140572064302379	1.10234213517511	4.45133246655929	1.5804806310254	0.154669171851142	0.40002890953333	-5.85549650542167	ZNF644	zinc finger protein 644 [Source:HGNC Symbol;Acc:29222]
ENSG00000249859	-0.13986758193373	-1.1018039819263	2.09962614804226	-1.58015334714172	0.154743646620666	0.400124639103464	-5.85593280241023	PVT1	Pvt1 oncogene (non-protein coding) [Source:HGNC Symbol;Acc:9709]
ENSG00000129159	0.14416350763499	1.10508972288768	1.74483219460895	1.58009523699121	0.154756873249535	0.400124639103464	-5.85601026341005	KCNC1	potassium voltage-gated channel, Shaw-related subfamily, member 1 [Source:HGNC Symbol;Acc:6233]
ENSG00000101425	-0.11815650675342	-1.08534710635365	1.91046759741056	-1.58004130109266	0.154769150689726	0.400124639103464	-5.85608215884426	BPI	bactericidal/permeability-increasing protein [Source:HGNC Symbol;Acc:1095]
ENSG00000160226	-0.1410953867038	-1.10274207068351	2.26118623161059	-1.57956443560703	0.1548777384573	0.400351078772877	-5.85671775720614	C21orf2	Uncharacterized protein C21orf2 (C21orf-HUMF09G8.5)(YF5/A2) [Source:UniProtKB/Swiss-Prot;Acc:O43822]
ENSG00000167754	-0.20868815655835	-1.15563688471133	1.88164614162182	-1.57946582572746	0.154900201758267	0.400354859858948	-5.85684917909544	KLK5	kallikrein-related peptidase 5 [Source:HGNC Symbol;Acc:6366]
ENSG00000185404	-0.172966343938724	-1.12737411177445	4.95827308343125	-1.57927470035971	0.154943748546496	0.400409171492371	-5.85710388890209	SP140L	SP140 nuclear body protein-like [Source:HGNC Symbol;Acc:25105]
ENSG00000249648	0.299836512233565	1.23100490662967	2.40746462300338	1.57918924723132	0.154963222160654	0.400409171492371	-5.85721776596431	AC092279.4	
ENSG00000157657	-0.165998720385475	-1.12194248541059	5.52764993976502	-1.57804518385727	0.155224154469278	0.401029039273929	-5.85874207719927	ZNF618	zinc finger protein 618 [Source:HGNC Symbol;Acc:29416]
ENSG00000167552	-0.126831545138302	-1.09189304448899	11.3058647229616	-1.57758287287104	0.155329710022011	0.401125204104818	-5.85935788755913	TUBA1A	tubulin, alpha 1a [Source:HGNC Symbol;Acc:20766]
ENSG00000101150	-0.138105269313643	-1.10045890376231	8.6953771973904	-1.57748522799443	0.155352012844426	0.401125204104818	-5.85948794151992	TPD52L2	tumor protein D52-like 2 [Source:HGNC Symbol;Acc:12007]
ENSG00000227306	0.286840685817864	1.21996578423704	1.77608170945303	1.57746621804956	0.155356355198998	0.401125204104818	-5.85951326054183	AP006285.6	
ENSG00000120333	-0.161513615952531	-1.11845996464824	5.80243487323601	-1.57744905066358	0.155360276761663	0.401125204104818	-5.85953612535938	MRPS14	mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:14049]
ENSG00000235204	0.445427480709835	1.36171754323392	2.20017459440427	1.57742145190214	0.155366581363301	0.401125204104818	-5.85957288320671	RP11-121A14.2	
ENSG00000101342	-0.189969198937275	-1.14073936119977	1.47616958934128	-1.57703309056844	0.155455322602187	0.401299968867716	-5.86009009417822	C20orf118	Uncharacterized protein C20orf118  [Source:UniProtKB/Swiss-Prot;Acc:A0PJX2]
ENSG00000117480	0.229960386968055	1.17280274636907	4.27138010316695	1.57658743453503	0.155557212884816	0.401508625295982	-5.86068353019329	FAAH	fatty acid amide hydrolase [Source:HGNC Symbol;Acc:3553]
ENSG00000129534	-0.142409638695604	-1.10374709340004	4.90991222007323	-1.57640837307243	0.155598168876861	0.401559969063012	-5.86092194489993	C14orf106	Kinetochore-associated protein KNL-2 homolog (HsKNL-2)(Mis18-binding protein 1)(P243) [Source:UniProtKB/Swiss-Prot;Acc:Q6P0N0]
ENSG00000148795	0.17362073031082	1.12788558895659	1.92017696965611	1.5762194357096	0.155641394431956	0.40161715531278	-5.86117349431247	CYP17A1	cytochrome P450, family 17, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2593]
ENSG00000106537	0.15529405597095	1.11364858348112	11.9953282351754	1.57569726908079	0.155760914100458	0.401836895008766	-5.86186862323579	TSPAN13	tetraspanin 13 [Source:HGNC Symbol;Acc:21643]
ENSG00000101981	-0.23499298231333	-1.17690101241734	1.36975478797754	-1.57566323012154	0.155768708251929	0.401836895008766	-5.86191393323046	F9	coagulation factor IX [Source:HGNC Symbol;Acc:3551]
ENSG00000248663	-0.171129699426562	-1.12593980446688	9.63546137138002	-1.57553740412307	0.155797522653372	0.401838045322578	-5.86208141866776	CTC-504A5.1	
ENSG00000162191	-0.149121790644275	-1.10889425122014	3.59490679867903	-1.57547720147569	0.155811310901411	0.401838045322578	-5.86216155129286	UBXN1	UBX domain protein 1 [Source:HGNC Symbol;Acc:18402]
ENSG00000105609	0.176184181146655	1.12989145255125	1.67092108613526	1.57511479234611	0.155894337249906	0.401997787817152	-5.86264390278849	LILRB5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5 [Source:HGNC Symbol;Acc:6609]
ENSG00000116819	0.260271861457025	1.1977043787713	1.65486885361132	1.57480281465313	0.155965842363572	0.402104889078841	-5.86305908744782	TFAP2E	transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) [Source:HGNC Symbol;Acc:30774]
ENSG00000177640	0.131013469837375	1.09506269488608	1.72700023453394	1.57474954058773	0.155978055745805	0.402104889078841	-5.86312998125001	CASC2	cancer susceptibility candidate 2 [Source:HGNC Symbol;Acc:22933]
ENSG00000130764	-0.122690783723945	-1.08876363301477	9.00468831638007	-1.57427136890572	0.156087718460526	0.402333188849576	-5.86376624827544	LRRC47	leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:29207]
ENSG00000013619	0.25109173327921	1.19010736647776	2.91630082252492	1.57414658286581	0.156116348174266	0.40235258369531	-5.86393227565897	MAMLD1	mastermind-like domain containing 1 [Source:HGNC Symbol;Acc:2568]
ENSG00000246523	0.19887287264657	1.14780126748491	2.61159082572507	1.57404944854774	0.156138637063356	0.402355633546339	-5.86406150794031	AP001528.1	
ENSG00000226380	-0.19346993858616	-1.14351075806819	1.46902589184393	-1.57388487557735	0.156176407374432	0.402398571453732	-5.86428045476536	AC058791.1	
ENSG00000106803	-0.136736421425245	-1.09941526917388	2.29594981796513	-1.57324120073866	0.156324214134748	0.40271128401006	-5.86513668494373	SEC61B	Sec61 beta subunit [Source:HGNC Symbol;Acc:16993]
ENSG00000088876	-0.14196386927502	-1.10340610609255	2.43111146534261	-1.57317238527094	0.156340023759885	0.40271128401006	-5.86522821432896	ZNF343	zinc finger protein 343 [Source:HGNC Symbol;Acc:16017]
ENSG00000102245	0.150234617318965	1.10974992973633	1.57672440001763	1.57270947112311	0.156446411355659	0.402884929808157	-5.86584387010166	CD40LG	CD40 ligand [Source:HGNC Symbol;Acc:11935]
ENSG00000072134	-0.184450022450395	-1.13638368370618	4.11762613978567	-1.57251933758983	0.156490127277037	0.402884929808157	-5.86609671301652	EPN2	epsin 2 [Source:HGNC Symbol;Acc:18639]
ENSG00000186583	0.175528277430965	1.12937787792838	2.20261006779069	1.57242780720236	0.156511176124659	0.402884929808157	-5.86621842624083	SPATC1	spermatogenesis and centriole associated 1 [Source:HGNC Symbol;Acc:30510]
ENSG00000178188	0.138151789861849	1.10049438927756	3.13875726799415	1.57236351087611	0.156525963619461	0.402884929808157	-5.86630392263108	SH2B1	SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:30417]
ENSG00000179348	0.172735777829035	1.12719395346934	3.96199373779418	1.57229322201273	0.156542130796592	0.402884929808157	-5.86639738542743	GATA2	GATA binding protein 2 [Source:HGNC Symbol;Acc:4171]
ENSG00000221909	0.17628978773234	1.12997416465779	3.20440790008336	1.57219986373964	0.156563606538986	0.402884929808157	-5.86652152026086	FAM200A	family with sequence similarity 200, member A [Source:HGNC Symbol;Acc:25401]
ENSG00000164649	0.136064726620196	1.09890351885894	8.32144310206625	1.57216401463606	0.156571853830337	0.402884929808157	-5.86656918642008	CDCA7L	cell division cycle associated 7-like [Source:HGNC Symbol;Acc:30777]
ENSG00000124535	-0.16683447867998	-1.12259261891945	3.47045584817371	-1.57214380839053	0.156576502567595	0.402884929808157	-5.86659605307401	WRNIP1	Werner helicase interacting protein 1 [Source:HGNC Symbol;Acc:20876]
ENSG00000138315	-0.17367664959416	-1.12792930698041	1.49261062756175	-1.57190924637295	0.156630476159435	0.402969419366191	-5.86690791898032	OIT3	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:29953]
ENSG00000224597	-0.151871708565525	-1.11100992787539	2.9108043849153	-1.57164209988237	0.156691968259629	0.403073226676773	-5.86726307953951	RP11-534G20.3	patched domain containing 3 pseudogene (LOC387647), non-coding RNA [Source:RefSeq DNA;Acc:NR_003930]
ENSG00000214819	-0.23533441737978	-1.17717957636735	2.56134944432568	-1.57132180878229	0.15676572231674	0.403200851105182	-5.86768885358617	CDRT15L2	CMT1A duplicated region transcript 15-like 2 [Source:HGNC Symbol;Acc:34075]
ENSG00000105663	-0.12635642985245	-1.09153351621179	2.43736988506158	-1.57122358183073	0.156788347581096	0.403200851105182	-5.8678194212998	AD000671.3	Histone-lysine N-methyltransferase MLL4 (EC 2.1.1.43)(Myeloid/lymphoid or mixed-lineage leukemia protein 4)(WW domain-binding protein 7)(WBP-7)(Trithorax homolog 2)(Lysine N-methyltransferase 2D)(KMT2D) [Source:UniProtKB/Swiss-Prot;Acc:Q9UMN6]
ENSG00000089063	0.148112067236452	1.10811842215131	10.5169623229892	1.57115115972985	0.156805030953306	0.403200851105182	-5.86791568539891	C20orf30	UPF0414 transmembrane protein C20orf30  [Source:UniProtKB/Swiss-Prot;Acc:Q96A57]
ENSG00000126775	0.20547919067364	1.15306927477327	5.54303911895517	1.57104492696445	0.156829505984973	0.403209400148015	-5.86805688688163	ATG14	ATG14 autophagy related 14 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:19962]
ENSG00000234656	-0.24165167770982	-1.18234550192187	2.29631312667745	-1.57093281242393	0.156855339906464	0.403221440126326	-5.86820590102105	AL589675.1	
ENSG00000240405	0.29624269077484	1.2279422315075	1.61175371480808	1.57021858349535	0.157020006912481	0.40351879107619	-5.86915507385224	RP11-460N16.1	
ENSG00000156384	-0.227844586359477	-1.17108401995177	7.12033805693535	-1.57019722845509	0.157024932792303	0.40351879107619	-5.86918345022569	C10orf78	Uncharacterized protein C10orf78  [Source:UniProtKB/Swiss-Prot;Acc:Q86XK3]
ENSG00000162552	-0.230054664912765	-1.17287938976368	1.56135552164254	-1.57015570757416	0.157034510648041	0.40351879107619	-5.86923862221753	WNT4	wingless-type MMTV integration site family, member 4 [Source:HGNC Symbol;Acc:12783]
ENSG00000180739	-0.15783904777785	-1.11561485339618	1.96299930153911	-1.56959681487227	0.157163485506403	0.403795780012679	-5.86998119424662	S1PR5	sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:14299]
ENSG00000154478	-0.1725583829488	-1.12705536136381	2.71765770043718	-1.56928188026447	0.157236205107937	0.40391073511667	-5.87039957282732	GPR26	G protein-coupled receptor 26 [Source:HGNC Symbol;Acc:4481]
ENSG00000168538	0.1654892043834	1.12154631941492	3.79786331312052	1.5691657920163	0.157263018074914	0.40391073511667	-5.87055378091876	C4orf41	UPF0636 protein C4orf41  [Source:UniProtKB/Swiss-Prot;Acc:Q7Z392]
ENSG00000144040	-0.115936395912935	-1.08367818967818	2.50059479830463	-1.56912782143572	0.157271789066882	0.40391073511667	-5.8706042186291	SFXN5	sideroflexin 5 [Source:HGNC Symbol;Acc:16073]
ENSG00000172901	-0.19531977279847	-1.14497791638805	1.17693268198638	-1.56887944844107	0.157329172856771	0.40400368417854	-5.87093412633536	LVRN	Aminopeptidase Q (AP-Q)(EC 3.4.11.-)(Laeverin)(CHL2 antigen) [Source:UniProtKB/Swiss-Prot;Acc:Q6Q4G3]
ENSG00000205138	-0.136470202780874	-1.09921241421732	6.39557794524206	-1.56849963301988	0.157416961907072	0.404174674989417	-5.87143857468224	SDHAF1	succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:33867]
ENSG00000186314	0.333186991945045	1.25979325487282	4.4640941999141	1.56829240570534	0.157464878469924	0.404243259244631	-5.8717137756729	PRELID2	PRELI domain containing 2 [Source:HGNC Symbol;Acc:28306]
ENSG00000214681	-0.20486920489511	-1.15258184869404	1.6164542049011	-1.56804056395674	0.157523129018743	0.404338350829852	-5.87204820053272	IQCF5	IQ motif containing F5 [Source:HGNC Symbol;Acc:35159]
ENSG00000216937	0.24201137973967	1.1826403286785	1.81385978471241	1.56793860570737	0.157546717373428	0.404344456112955	-5.87218358486267	CCDC7	coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:26533]
ENSG00000179008	-0.11840149567134	-1.08553142846152	1.24622578218586	-1.56722184212336	0.157712633850501	0.40470858640012	-5.87313520702357	C14orf39	Protein SIX6OS1 (Six6 opposite strand transcript 1) [Source:UniProtKB/Swiss-Prot;Acc:Q8N1H7]
ENSG00000177692	0.384195716818855	1.30513199061807	2.31176047891965	1.56714151985924	0.157731236786006	0.40470858640012	-5.87324183437713	DNAJC28	DnaJ (Hsp40) homolog, subfamily C, member 28 [Source:HGNC Symbol;Acc:1297]
ENSG00000173805	0.16392523853959	1.12033115635018	2.33898384667109	1.56705066260468	0.157752282078225	0.40470858640012	-5.87336244353417	HAP1	huntingtin-associated protein 1 [Source:HGNC Symbol;Acc:4812]
ENSG00000108688	-0.2059547617906	-1.153449436082	2.02484637680282	-1.56666944404061	0.157840611779064	0.404880708148019	-5.87386845640895	CCL7	chemokine (C-C motif) ligand 7 [Source:HGNC Symbol;Acc:10634]
ENSG00000158615	-0.152921689773544	-1.11181880578438	9.357095177711	-1.56651849256563	0.157875600246017	0.404913637820313	-5.87406880556057	PPP1R15B	protein phosphatase 1, regulatory (inhibitor) subunit 15B [Source:HGNC Symbol;Acc:14951]
ENSG00000158161	-0.13215417799385	-1.09592887996302	2.59024323233629	-1.56642061660451	0.157898290323839	0.404913637820313	-5.87419870542669	EYA3	eyes absent homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:3521]
ENSG00000131459	-0.196658045209045	-1.14604051328129	2.2475474633999	-1.56617865129592	0.157954396661171	0.404913637820313	-5.87451982138126	GFPT2	glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:4242]
ENSG00000165059	0.25879743007432	1.19648095262048	2.62928339459697	1.56616163045877	0.157958344096926	0.404913637820313	-5.87454240905422	PRKACG	protein kinase, cAMP-dependent, catalytic, gamma [Source:HGNC Symbol;Acc:9382]
ENSG00000237125	-0.147649581864795	-1.1077632490827	1.31290255839331	-1.56609805444051	0.157973089305657	0.404913637820313	-5.87462677714731	RP11-471J12.1	Nbla00301 (NBLA00301), non-coding RNA [Source:RefSeq DNA;Acc:NR_003679]
ENSG00000179088	0.135485678754835	1.09846254551535	1.88635830466625	1.56606443389958	0.157980887437447	0.404913637820313	-5.8746713923398	C12orf42	Uncharacterized protein C12orf42  [Source:UniProtKB/Swiss-Prot;Acc:Q96LP6]
ENSG00000158552	-0.222469657667631	-1.16672912717466	5.46821470350048	-1.56589609539984	0.158019938070141	0.40495928207678	-5.8748947739028	ZFAND2B	zinc finger, AN1-type domain 2B [Source:HGNC Symbol;Acc:25206]
ENSG00000163541	0.12698567413311	1.09200970210728	2.35404952495926	1.56481137050197	0.158271780394052	0.405509540150129	-5.87633388827306	SUCLG1	succinate-CoA ligase, alpha subunit [Source:HGNC Symbol;Acc:11449]
ENSG00000251138	0.19222422843583	1.14252380787943	1.97847397545878	1.56478805657142	0.158277197243868	0.405509540150129	-5.87636481351998	AC090502.1	
ENSG00000131966	-0.129851488645521	-1.09418106021687	9.89129894933444	-1.56462647989019	0.158314743249481	0.405534175355143	-5.87657913383221	ACTR10	actin-related protein 10 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17372]
ENSG00000198908	0.20640764740978	1.1538115796035	3.12550573793541	1.56456359885786	0.158329357279077	0.405534175355143	-5.87666253814248	BHLHB9	basic helix-loop-helix domain containing, class B, 9 [Source:HGNC Symbol;Acc:29353]
ENSG00000101230	-0.139905384909935	-1.10183285290335	1.73996829675162	-1.5643679581149	0.158374833544021	0.405596161564108	-5.87692202174184	C20orf82	isthmin 1 homolog (zebrafish) [Source:HGNC Symbol;Acc:16213]
ENSG00000113088	0.187426669566415	1.13873075298701	1.6922571360609	1.56415348971442	0.158424699945445	0.405654188477722	-5.87720645803409	GZMK	granzyme K (granzyme 3; tryptase II) [Source:HGNC Symbol;Acc:4711]
ENSG00000055208	0.149740758591406	1.10937010872193	7.43149505763789	1.56408748949359	0.158440048646933	0.405654188477722	-5.87729398609467	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2 [Source:HGNC Symbol;Acc:17075]
ENSG00000088832	-0.157298712732071	-1.1151970984896	3.99193668755513	-1.56340414498203	0.158599043768668	0.405960772408233	-5.87820011243885	FKBP1A	FK506 binding protein 1A, 12kDa [Source:HGNC Symbol;Acc:3711]
ENSG00000105402	0.174977763627621	1.12894700412287	6.61422495253066	1.56338979924944	0.158602383177535	0.405960772408233	-5.87821913296516	NAPA	N-ethylmaleimide-sensitive factor attachment protein, alpha [Source:HGNC Symbol;Acc:7641]
ENSG00000232537	-0.158389175341545	-1.11604034006693	1.56453028402339	-1.56293250005097	0.15870886718388	0.406178795005168	-5.87882540415089	RP11-385M4.1	
ENSG00000102158	0.12601580474294	1.09127583193039	7.42482615733175	1.56269810937729	0.158763471286043	0.40626010082783	-5.87913611609181	MAGT1	magnesium transporter 1 [Source:HGNC Symbol;Acc:28880]
ENSG00000227089	-0.282135027622035	-1.21599308753321	2.03613609617138	-1.56261319645346	0.158783256990567	0.40626010082783	-5.87924867214147	RP1-135L22.1	
ENSG00000117971	0.161291067082535	1.11828744530304	1.38587047401257	1.56180085022381	0.158972656828922	0.406650943131437	-5.88032531771323	CHRNB4	cholinergic receptor, nicotinic, beta 4 [Source:HGNC Symbol;Acc:1964]
ENSG00000169020	-0.111671386313702	-1.08047926498014	12.3068414144592	-1.56174170799408	0.15898645397567	0.406650943131437	-5.88040369091957	ATP5I	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E [Source:HGNC Symbol;Acc:846]
ENSG00000099203	-0.134120837437821	-1.09742385189882	4.14856743748393	-1.56168361751611	0.159000006824472	0.406650943131437	-5.88048066891031	TMED1	transmembrane emp24 protein transport domain containing 1 [Source:HGNC Symbol;Acc:17291]
ENSG00000103449	-0.223588673713755	-1.16763444329756	1.40044085980297	-1.56140335911178	0.159065407550608	0.406763639107282	-5.8808520299233	SALL1	sal-like 1 (Drosophila) [Source:HGNC Symbol;Acc:10524]
ENSG00000174945	-0.15415519514092	-1.112769818217	2.64027503884939	-1.56110339358755	0.159135434271958	0.406846822256504	-5.88124946656664	AMZ1	archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:22231]
ENSG00000124164	0.114245328958292	1.08240869147433	7.04712118424617	1.56108119072386	0.159140618630233	0.406846822256504	-5.88127888250643	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C [Source:HGNC Symbol;Acc:12649]
ENSG00000169258	-0.18789036304788	-1.13909680878995	2.49605720298643	-1.56048937660988	0.159278863700459	0.407145649984654	-5.88206288153795	GPRIN1	G protein regulated inducer of neurite outgrowth 1 [Source:HGNC Symbol;Acc:24835]
ENSG00000119537	-0.16818374693742	-1.12364300521716	2.60095327179003	-1.56010272136405	0.159369243703295	0.407322062201316	-5.88257501684024	KDSR	3-ketodihydrosphingosine reductase [Source:HGNC Symbol;Acc:4021]
